PG.ProteinAccessions,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.OrganismId,[1] EV_071A_R1_S2-A1_1_9412.d.PG.Quantity,[2] EV_071A_R2_S2-A2_1_9413.d.PG.Quantity,[3] EV_071A_R3_S2-A3_1_9414.d.PG.Quantity,[4] EV_071A_R4_S2-A4_1_9415.d.PG.Quantity
P78383,SLC35B1,Solute carrier family 35 member B1,S35B1_HUMAN,9606,15.20911217,14.2266407,10.73644257,27.2910099
P78406,RAE1,mRNA export factor RAE1,RAE1L_HUMAN,9606,11.22169495,19.87937164,7.977841854,23.50985336
P78410,BTN3A2,Butyrophilin subfamily 3 member A2,BT3A2_HUMAN,9606,43.73199844,56.59782791,31.58740616,73.34157562
P78417,GSTO1,Glutathione S-transferase omega-1,GSTO1_HUMAN,9606,870.3722534,1447.985229,727.2848511,1686.835449
P78509,RELN,Reelin,RELN_HUMAN,9606,65.16493225,111.5931396,60.23000336,147.5428619
P78536,ADAM17,Disintegrin and metalloproteinase domain-containing protein 17,ADA17_HUMAN,9606,25.57677078,35.50757217,29.16915512,53.34717941
P78537,BLOC1S1,Biogenesis of lysosome-related organelles complex 1 subunit 1,BL1S1_HUMAN,9606,12.63595295,24.34628487,17.3682003,33.52941132
P78559,MAP1A,Microtubule-associated protein 1A,MAP1A_HUMAN,9606,48.9998703,106.7686844,50.64774704,119.2939529
P80108,GPLD1,Phosphatidylinositol-glycan-specific phospholipase D,PHLD_HUMAN,9606,429.2174377,742.7806396,383.1195984,790.4650269
P80188,LCN2,Neutrophil gelatinase-associated lipocalin,NGAL_HUMAN,9606,23.91558266,22.12885857,12.17934132,22.71489334
P80303,NUCB2,Nucleobindin-2,NUCB2_HUMAN,9606,20.75260925,46.41028976,32.45434189,71.89703369
P80404,ABAT,"4-aminobutyrate aminotransferase, mitochondrial",GABT_HUMAN,9606,33.44119644,46.30852509,30.74049187,68.94182587
P80723,BASP1,Brain acid soluble protein 1,BASP1_HUMAN,9606,13.3331213,16.5837574,10.69789505,13.8266716
P80748,IGLV3-21,Immunoglobulin lambda variable 3-21,LV321_HUMAN,9606,61.90714264,101.001297,52.67842484,82.77731323
P81605,DCD,Dermcidin,DCD_HUMAN,9606,82.90293884,38.63701248,91.18436432,90.44075012
P82650,MRPS22,Small ribosomal subunit protein mS22,RT22_HUMAN,9606,18.47025681,23.79376221,20.32925034,32.68334579
P82909,KGD4,Alpha-ketoglutarate dehydrogenase component 4,KGD4_HUMAN,9606,56.47917557,96.97865295,52.16279221,140.4188995
P82930,MRPS34,Small ribosomal subunit protein mS34,RT34_HUMAN,9606,19.17863274,36.82186127,17.56286621,55.61956024
P82979,SARNP,SAP domain-containing ribonucleoprotein,SARNP_HUMAN,9606,24.51630592,22.88767433,19.61788177,41.67546463
P83111,LACTB,"Serine beta-lactamase-like protein LACTB, mitochondrial",LACTB_HUMAN,9606,72.83485413,109.392746,61.17577744,163.3544464
P84085,ARF5,ADP-ribosylation factor 5,ARF5_HUMAN,9606,48.12839508,100.8596878,58.15891647,94.01272583
P84095,RHOG,Rho-related GTP-binding protein RhoG,RHOG_HUMAN,9606,80.95150757,138.6919098,65.66094971,146.2488403
P84103,SRSF3,Serine/arginine-rich splicing factor 3,SRSF3_HUMAN,9606,98.56141663,145.2738647,64.34217072,76.71130371
P98082,DAB2,Disabled homolog 2,DAB2_HUMAN,9606,118.3404388,169.7234802,83.84733582,148.8028412
P98160,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,PGBM_HUMAN,9606,78.88103485,139.2774353,50.88323212,112.918396
P98171,ARHGAP4,Rho GTPase-activating protein 4,RHG04_HUMAN,9606,93.02392578,170.959671,67.62177277,155.4052124
P98172,EFNB1,Ephrin-B1,EFNB1_HUMAN,9606,75.8886261,145.5358734,96.55220032,194.6455078
P98179,RBM3,RNA-binding protein 3,RBM3_HUMAN,9606,225.5885925,257.2711792,133.5008087,329.5759277
P98194,ATP2C1,Calcium-transporting ATPase type 2C member 1,AT2C1_HUMAN,9606,104.4517059,178.3483429,92.46378326,235.4782715
P99999,CYCS,Cytochrome c,CYC_HUMAN,9606,174.1586609,252.2418365,141.6181488,275.0868225
Q00013,MPP1,55 kDa erythrocyte membrane protein,EM55_HUMAN,9606,623.0848389,999.0007324,493.1523132,917.6530151
Q00059,TFAM,"Transcription factor A, mitochondrial",TFAM_HUMAN,9606,56.54822159,79.34719086,58.62263107,133.3903656
Q00325,SLC25A3,Solute carrier family 25 member 3,S25A3_HUMAN,9606,1825.067627,2736.724365,1787.717773,4130.734375
Q00341,HDLBP,Vigilin,VIGLN_HUMAN,9606,63.58271027,93.23349762,56.37321854,120.7219849
Q00535,CDK5,Cyclin-dependent kinase 5,CDK5_HUMAN,9606,7.094525814,20.82464981,10.48510838,19.21448517
Q00537,CDK17,Cyclin-dependent kinase 17,CDK17_HUMAN,9606,56.39983749,145.3482513,48.48878479,156.7926788
Q00577,PURA,Transcriptional activator protein Pur-alpha,PURA_HUMAN,9606,44.75727081,48.38769913,24.93270111,51.23241043
Q00610,CLTC,Clathrin heavy chain 1,CLH1_HUMAN,9606,1977.072266,3296.34082,1265.934814,3822.451904
Q00688,FKBP3,Peptidyl-prolyl cis-trans isomerase FKBP3,FKBP3_HUMAN,9606,370.3396912,569.7722778,512.8552246,429.8108826
Q00722,PLCB2,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2",PLCB2_HUMAN,9606,95.59184265,166.3755646,78.20710754,142.0140533
Q00765,REEP5,Receptor expression-enhancing protein 5,REEP5_HUMAN,9606,141.1853333,281.2916565,178.6953125,355.2689819
Q00796,SORD,Sorbitol dehydrogenase,DHSO_HUMAN,9606,25.20967865,45.99821854,10.47610092,42.46128845
Q00839,HNRNPU,Heterogeneous nuclear ribonucleoprotein U,HNRPU_HUMAN,9606,59.92259216,91.22528076,45.93346024,96.99890137
Q01082,SPTBN1,"Spectrin beta chain, non-erythrocytic 1",SPTB2_HUMAN,9606,183.8672333,315.8673706,129.1349945,323.7731323
Q01415,GALK2,N-acetylgalactosamine kinase,GALK2_HUMAN,9606,31.03529358,46.91001129,31.19028664,56.09669113
Q01433,AMPD2,AMP deaminase 2,AMPD2_HUMAN,9606,536.2466431,927.9763184,391.5586853,1064.18042
Q01469,FABP5,Fatty acid-binding protein 5,FABP5_HUMAN,9606,95.13946533,37.83797836,58.42357254,107.4704971
Q01518,CAP1,Adenylyl cyclase-associated protein 1,CAP1_HUMAN,9606,6032.662109,6967.705566,4973.824707,6129.534668
Q01650;Q92536;Q9UM01,SLC7A5;SLC7A6;SLC7A7,Large neutral amino acids transporter small subunit 1;Y+L amino acid transporter 2;Y+L amino acid transporter 1,LAT1_HUMAN;YLAT2_HUMAN;YLAT1_HUMAN,9606,6.458625793,19.39694214,5.152430534,28.04153061
Q01813,PFKP,"ATP-dependent 6-phosphofructokinase, platelet type",PFKAP_HUMAN,9606,311.7183228,507.269043,195.0425873,495.9270325
Q01844,EWSR1,RNA-binding protein EWS,EWS_HUMAN,9606,21.85972023,32.9254303,21.39572525,55.25814438
Q01970,PLCB3,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",PLCB3_HUMAN,9606,70.28716278,116.0242157,81.43766022,124.7080383
Q02094,RHAG,Ammonium transporter Rh type A,RHAG_HUMAN,9606,62.2904892,141.9358826,100.5714188,234.744812
Q02108,GUCY1A1,Guanylate cyclase soluble subunit alpha-1,GCYA1_HUMAN,9606,70.71918488,105.9245911,49.09181976,117.4529266
Q02127,DHODH,"Dihydroorotate dehydrogenase (quinone), mitochondrial",PYRD_HUMAN,9606,35.12256241,56.21067429,35.23680496,84.51506042
Q02153,GUCY1B1,Guanylate cyclase soluble subunit beta-1,GCYB1_HUMAN,9606,53.9017868,97.34355164,34.92749023,100.8331223
Q02218,OGDH,2-oxoglutarate dehydrogenase complex component E1,ODO1_HUMAN,9606,203.1659851,361.9631042,174.2264557,458.2723999
Q02252,ALDH6A1,"Methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial",MMSA_HUMAN,9606,110.6077271,209.9498596,96.24559784,249.8744202
Q02338,BDH1,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",BDH_HUMAN,9606,57.23810959,102.32724,64.32122803,162.1976318
Q02413,DSG1,Desmoglein-1,DSG1_HUMAN,9606,8.502925873,10.11853027,18.35871887,14.7770853
Q02750,MAP2K1,Dual specificity mitogen-activated protein kinase kinase 1,MP2K1_HUMAN,9606,37.72792053,51.34668732,30.69853783,59.239151
Q02809,PLOD1,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1_HUMAN,9606,20.17174721,41.3682518,15.44427395,44.73402023
Q02818,NUCB1,Nucleobindin-1,NUCB1_HUMAN,9606,24.92369652,26.22545052,16.69761276,36.6691246
Q02878,RPL6,Large ribosomal subunit protein eL6,RL6_HUMAN,9606,43.63054276,47.34357452,31.28433037,80.15286255
Q02978,SLC25A11,Mitochondrial 2-oxoglutarate/malate carrier protein,M2OM_HUMAN,9606,365.5516663,656.0123291,407.0382996,996.8109741
Q02985,CFHR3,Complement factor H-related protein 3,FHR3_HUMAN,9606,116.6379929,131.3046112,89.14776611,138.4620209
Q03154,ACY1,Aminoacylase-1,ACY1_HUMAN,9606,16.73324966,20.35107613,10.38997173,33.58971405
Q03518,TAP1,Antigen peptide transporter 1,TAP1_HUMAN,9606,105.2142715,168.7528229,66.84146118,194.1191559
Q03519,TAP2,Antigen peptide transporter 2,TAP2_HUMAN,9606,119.310463,199.6095276,81.89587402,255.6362305
Q03591,CFHR1,Complement factor H-related protein 1,FHR1_HUMAN,9606,31998.46289,55743.15625,33010.29297,42861.90234
Q04206,RELA,Transcription factor p65,TF65_HUMAN,9606,20.84302139,53.12233734,15.98940563,51.43381882
Q04323,UBXN1,UBX domain-containing protein 1,UBXN1_HUMAN,9606,49.79874039,97.9068222,45.69739914,73.75312805
Q04637,EIF4G1,Eukaryotic translation initiation factor 4 gamma 1,IF4G1_HUMAN,9606,198.4474792,323.109314,163.4888,318.9047546
Q04656,ATP7A,Copper-transporting ATPase 1,ATP7A_HUMAN,9606,14.81606579,35.448246,16.71334457,29.3757019
Q04695,KRT17,"Keratin, type I cytoskeletal 17",K1C17_HUMAN,9606,45.69164276,33.5359726,21.22993279,105.9060059
Q04756,HGFAC,Hepatocyte growth factor activator,HGFA_HUMAN,9606,17345.29688,21501.96094,17268.65234,26371.20117
Q04759,PRKCQ,Protein kinase C theta type,KPCT_HUMAN,9606,58.32204819,105.183754,38.42500305,120.3876038
Q04760,GLO1,Lactoylglutathione lyase,LGUL_HUMAN,9606,48.74171829,96.83201599,57.27039337,107.9791946
Q04771,ACVR1,Activin receptor type-1,ACVR1_HUMAN,9606,25.59302139,50.80360413,18.86296272,51.37303543
Q04837,SSBP1,"Single-stranded DNA-binding protein, mitochondrial",SSBP_HUMAN,9606,306.8396301,432.1543579,296.6332397,711.7988892
Q04917,YWHAH,14-3-3 protein eta,1433F_HUMAN,9606,497.873291,775.5741577,392.9212646,992.680603
Q04941,PLP2,Proteolipid protein 2,PLP2_HUMAN,9606,1324.400513,2087.200439,1513.37085,3447.653564
Q05193,DNM1,Dynamin-1,DYN1_HUMAN,9606,367.6681824,574.3500977,317.322876,499.0604553
Q05209,PTPN12,Tyrosine-protein phosphatase non-receptor type 12,PTN12_HUMAN,9606,207.0109253,348.2886353,146.0196686,413.3657227
Q05397,PTK2,Focal adhesion kinase 1,FAK1_HUMAN,9606,157.0397034,244.7173615,123.2775269,251.2077637
Q05655,PRKCD,Protein kinase C delta type,KPCD_HUMAN,9606,194.0100555,307.6656189,119.0315628,309.4212341
Q05682,CALD1,Caldesmon,CALD1_HUMAN,9606,6016.903809,7847.526855,5522.74707,7838.039063
Q05707,COL14A1,Collagen alpha-1(XIV) chain,COEA1_HUMAN,9606,184.1410675,253.8432465,154.6940765,247.0992584
Q05940,SLC18A2,Synaptic vesicular amine transporter,VMAT2_HUMAN,9606,93.8952179,162.1880951,63.68454361,109.5423889
Q06033,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,ITIH3_HUMAN,9606,237.9974518,468.7092285,229.7932129,387.7741394
Q06124,PTPN11,Tyrosine-protein phosphatase non-receptor type 11,PTN11_HUMAN,9606,117.6689377,236.4243164,92.38637543,208.0726929
Q06136,KDSR,3-ketodihydrosphingosine reductase,KDSR_HUMAN,9606,31.05622482,43.91253281,26.34344101,57.24885941
Q06187,BTK,Tyrosine-protein kinase BTK,BTK_HUMAN,9606,82.77629852,132.3237152,54.69142151,131.0214386
Q06210,GFPT1,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,GFPT1_HUMAN,9606,27.54977989,48.19372559,19.43737221,54.17448425
Q06323,PSME1,Proteasome activator complex subunit 1,PSME1_HUMAN,9606,110.15979,184.3409119,81.02383423,185.2324677
Q06481,APLP2,Amyloid beta precursor like protein 2,APLP2_HUMAN,9606,194.9041138,417.4032288,203.9706726,381.5989075
Q06830,PRDX1,Peroxiredoxin-1,PRDX1_HUMAN,9606,737.5665283,1096.556885,698.3534546,1059.266357
Q07020,RPL18,Large ribosomal subunit protein eL18,RL18_HUMAN,9606,14.36583328,20.34781647,25.26276207,19.59220123
Q07021,C1QBP,"Complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP_HUMAN,9606,173.6916504,271.2153931,141.5414734,389.3831787
Q07108,CD69,Early activation antigen CD69,CD69_HUMAN,9606,24.89681244,16.00102234,NaN,29.96507454
Q07666,KHDRBS1,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",KHDR1_HUMAN,9606,49.97360992,58.00862885,38.3105545,56.01063156
Q07812,BAX,Apoptosis regulator BAX,BAX_HUMAN,9606,51.95170975,98.58026886,47.171875,104.2004623
Q07817,BCL2L1,Bcl-2-like protein 1,B2CL1_HUMAN,9606,85.22219086,110.1133423,61.05046463,170.5962372
Q07866,KLC1,Kinesin light chain 1,KLC1_HUMAN,9606,88.23140717,141.6003113,59.11408997,164.5632935
Q07960,ARHGAP1,Rho GTPase-activating protein 1,RHG01_HUMAN,9606,26.74215317,52.53973389,35.90312576,70.89524078
Q08209,PPP3CA,Protein phosphatase 3 catalytic subunit alpha,PP2BA_HUMAN,9606,133.3569641,214.8175964,84.88314056,281.0213013
Q08211,DHX9,ATP-dependent RNA helicase A,DHX9_HUMAN,9606,32.6582756,NaN,NaN,NaN
Q08257,CRYZ,Quinone oxidoreductase,QOR_HUMAN,9606,36.07352829,44.07768631,33.09270477,70.44368744
Q08378,GOLGA3,Golgin subfamily A member 3,GOGA3_HUMAN,9606,16.42752266,28.92928314,17.34991646,31.3331604
Q08379,GOLGA2,Golgin subfamily A member 2,GOGA2_HUMAN,9606,30.33141327,51.84530258,22.78281784,65.07530212
Q08380,LGALS3BP,Galectin-3-binding protein,LG3BP_HUMAN,9606,104.6961823,175.9089203,106.6935272,261.4102478
Q08397,LOXL1,Lysyl oxidase homolog 1,LOXL1_HUMAN,9606,99.10996246,144.3283844,87.17196655,152.9570923
Q08426,EHHADH,Peroxisomal bifunctional enzyme,ECHP_HUMAN,9606,40.46998978,66.5776062,34.13658524,65.37742615
Q08431,MFGE8,Lactadherin,MFGM_HUMAN,9606,44.38539886,75.60240173,45.43767166,102.6451874
Q08495,DMTN,Dematin,DEMA_HUMAN,9606,1765.243896,2490.535645,1378.920776,2203.579346
Q08554,DSC1,Desmocollin-1,DSC1_HUMAN,9606,46.75317001,72.50510406,39.17954254,88.25773621
Q08722,CD47,Leukocyte surface antigen CD47,CD47_HUMAN,9606,2855.546143,3491.094971,2969.031494,7257.851074
Q08752,PPID,Peptidyl-prolyl cis-trans isomerase D,PPID_HUMAN,9606,31.03821182,37.51983643,35.67246246,46.38780594
Q08830,FGL1,Fibrinogen-like protein 1,FGL1_HUMAN,9606,268.673584,508.2272034,293.77005,543.8032227
Q08AM6,VAC14,Protein VAC14 homolog,VAC14_HUMAN,9606,56.67086792,100.2669907,46.19977188,140.9820557
Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK,AHNK_HUMAN,9606,478.8005066,722.9904785,428.1980591,632.0875244
Q0GE19,SLC10A7,Sodium/bile acid cotransporter 7,NTCP7_HUMAN,9606,NaN,17.02148819,NaN,50.74517441
Q0VD83,APOBR,Apolipoprotein B receptor,APOBR_HUMAN,9606,6.727890968,13.6417942,7.459409714,17.39148903
Q0VGL1,LAMTOR4,Ragulator complex protein LAMTOR4,LTOR4_HUMAN,9606,189.0477448,202.845993,146.9915924,394.6784363
Q0ZGT2,NEXN,Nexilin,NEXN_HUMAN,9606,654.276001,894.982666,457.6885681,1155.876099
Q10469,MGAT2,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT2_HUMAN,9606,47.53255844,83.68605042,60.97671509,134.7845154
Q10471,GALNT2,Polypeptide N-acetylgalactosaminyltransferase 2,GALT2_HUMAN,9606,56.20726013,96.97941589,52.93089294,113.9260025
Q10472,GALNT1,Polypeptide N-acetylgalactosaminyltransferase 1,GALT1_HUMAN,9606,99.71853638,146.3782349,99.55775452,258.2932739
Q10567,AP1B1,AP-1 complex subunit beta-1,AP1B1_HUMAN,9606,135.2327728,262.1305542,121.8950119,277.5878906
Q10588,BST1,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,BST1_HUMAN,9606,132.2950134,282.9215088,83.93279266,410.4018555
Q10713,PMPCA,Mitochondrial-processing peptidase subunit alpha,MPPA_HUMAN,9606,25.15853691,49.55063629,25.23960495,82.19114685
Q12765,SCRN1,Secernin-1,SCRN1_HUMAN,9606,NaN,8.727490425,7.496949196,10.31110382
Q12768,WASHC5,WASH complex subunit 5,WASC5_HUMAN,9606,140.0721741,206.1924896,114.5441589,303.2297363
Q12792,TWF1,Twinfilin-1,TWF1_HUMAN,9606,10.60354614,15.60270309,2.666132689,NaN
Q12797,ASPH,Aspartyl/asparaginyl beta-hydroxylase,ASPH_HUMAN,9606,110.8321838,162.2773285,106.4384613,238.5160522
Q12805,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,FBLN3_HUMAN,9606,224.0028381,316.9634705,166.4743652,284.6312561
Q12841,FSTL1,Follistatin-related protein 1,FSTL1_HUMAN,9606,15.5185051,11.90300655,10.22007465,23.26582146
Q12846,STX4,Syntaxin-4,STX4_HUMAN,9606,151.531189,273.9282227,160.2698669,387.8284607
Q12849,GRSF1,G-rich sequence factor 1,GRSF1_HUMAN,9606,10.70699978,10.82937527,NaN,30.96238136
Q12851,MAP4K2,Mitogen-activated protein kinase kinase kinase kinase 2,M4K2_HUMAN,9606,21.02748108,37.42796326,16.79775238,37.31144714
Q12882,DPYD,Dihydropyrimidine dehydrogenase [NADP(+)],DPYD_HUMAN,9606,40.48947144,54.5136528,29.56417465,73.65209961
Q12904,AIMP1,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,AIMP1_HUMAN,9606,73.55080414,112.5229797,39.75511551,134.7500153
Q12905,ILF2,Interleukin enhancer-binding factor 2,ILF2_HUMAN,9606,33.4186058,58.52443314,34.46106339,53.95736694
Q12906,ILF3,Interleukin enhancer-binding factor 3,ILF3_HUMAN,9606,51.27515411,54.6713028,31.87641144,56.51247025
Q12907,LMAN2,Vesicular integral-membrane protein VIP36,LMAN2_HUMAN,9606,572.6264648,1070.539673,599.7559814,1692.083252
Q12912,IRAG2,"Inositol 1,4,5-triphosphate receptor associated 2",IRAG2_HUMAN,9606,72.70225525,101.9622192,50.90320206,153.9486084
Q12913,PTPRJ,Receptor-type tyrosine-protein phosphatase eta,PTPRJ_HUMAN,9606,1852.279785,3018.59082,1745.240723,4395.710938
Q12931,TRAP1,"Heat shock protein 75 kDa, mitochondrial",TRAP1_HUMAN,9606,112.3739471,180.2619019,131.4529724,307.1965637
Q12959,DLG1,Disks large homolog 1,DLG1_HUMAN,9606,32.57416153,57.5634079,28.44405174,73.19239044
Q12974,PTP4A2,Protein tyrosine phosphatase type IVA 2,TP4A2_HUMAN,9606,213.0449677,312.1161804,152.9048767,250.4673309
Q12981,BNIP1,Vesicle transport protein SEC20,SEC20_HUMAN,9606,46.73554993,56.01632309,31.43162727,84.18222046
Q12982,BNIP2,BCL2/adenovirus E1B 19 kDa protein-interacting protein 2,BNIP2_HUMAN,9606,10.98057556,26.36936378,13.99189377,18.23791695
Q13011,ECH1,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",ECH1_HUMAN,9606,810.2259521,1181.507813,821.1550903,2040.99707
Q13033,STRN3,Striatin-3,STRN3_HUMAN,9606,153.1385345,281.459259,176.460144,387.1537476
Q13043,STK4,Serine/threonine-protein kinase 4,STK4_HUMAN,9606,96.37531281,133.0186462,84.19487,161.2616272
Q13045,FLII,Protein flightless-1 homolog,FLII_HUMAN,9606,404.7490845,664.3703003,261.7644348,716.9408569
Q13057,COASY,Bifunctional coenzyme A synthase,COASY_HUMAN,9606,64.50270081,126.5119171,44.19105148,94.89480591
Q13084,MRPL28,Large ribosomal subunit protein bL28m,RM28_HUMAN,9606,6.248723984,18.71087837,12.59493351,23.14707756
Q13085,ACACA,Acetyl-CoA carboxylase 1,ACACA_HUMAN,9606,10.85648727,17.53177452,8.378087997,17.81816483
Q13094,LCP2,Lymphocyte cytosolic protein 2,LCP2_HUMAN,9606,1614.991455,2327.629883,1250.217529,2061.852539
Q13098,GPS1,COP9 signalosome complex subunit 1,CSN1_HUMAN,9606,80.88128662,154.2985535,57.49396515,146.2600861
Q13103,SPP2,Secreted phosphoprotein 24,SPP24_HUMAN,9606,473.9125061,807.1362305,488.2683716,1096.55249
Q13107,USP4,Ubiquitin carboxyl-terminal hydrolase 4,UBP4_HUMAN,9606,31.44189453,71.23865509,25.93439102,56.76848221
Q13113,PDZK1IP1,PDZK1-interacting protein 1,PDZ1I_HUMAN,9606,98.96592712,137.4126892,86.9887085,186.3013458
Q13131,PRKAA1,5'-AMP-activated protein kinase catalytic subunit alpha-1,AAPK1_HUMAN,9606,119.2245712,205.1544495,73.73104858,218.5129852
Q13136,PPFIA1,Liprin-alpha-1,LIPA1_HUMAN,9606,23.23417664,31.00892448,9.163196564,21.33506393
Q13144,EIF2B5,Translation initiation factor eIF2B subunit epsilon,EI2BE_HUMAN,9606,24.74584961,29.84310722,19.24588585,39.48170471
Q13148,TARDBP,TAR DNA-binding protein 43,TADBP_HUMAN,9606,28.75407219,34.12902451,27.83591843,48.79870224
Q13155,AIMP2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,AIMP2_HUMAN,9606,36.3389473,54.05025482,25.04756927,64.05463409
Q13162,PRDX4,Peroxiredoxin-4,PRDX4_HUMAN,9606,170.9141388,318.8276672,169.8586273,498.3716125
Q13177,PAK2,Serine/threonine-protein kinase PAK 2,PAK2_HUMAN,9606,48.82304764,83.43130493,34.59646225,78.38657379
Q13185,CBX3,Chromobox protein homolog 3,CBX3_HUMAN,9606,17.26319313,NaN,19.04749489,24.48389435
Q13188,STK3,Serine/threonine-protein kinase 3,STK3_HUMAN,9606,33.31906891,52.87165451,32.34840775,58.95006943
Q13190,STX5,Syntaxin-5,STX5_HUMAN,9606,32.19422913,44.68938828,25.75979614,55.34550858
Q13200,PSMD2,26S proteasome non-ATPase regulatory subunit 2,PSMD2_HUMAN,9606,55.34535599,88.6018219,38.34535217,89.84028625
Q13201,MMRN1,Multimerin-1,MMRN1_HUMAN,9606,4428.787598,6803.935547,3709.08374,8307.300781
Q13214,SEMA3B,Semaphorin-3B,SEM3B_HUMAN,9606,59.07010269,89.92158508,70.28552246,94.6698761
Q13217,DNAJC3,DnaJ homolog subfamily C member 3,DNJC3_HUMAN,9606,210.1079865,325.4479065,170.6564026,347.6000977
Q13232,NME3,Nucleoside diphosphate kinase 3,NDK3_HUMAN,9606,11.73438358,24.3907032,5.922525406,14.03210735
Q13283,G3BP1,Ras GTPase-activating protein-binding protein 1,G3BP1_HUMAN,9606,206.6103058,275.8994141,156.4474182,288.9473877
Q13303,KCNAB2,Voltage-gated potassium channel subunit beta-2,KCAB2_HUMAN,9606,22.43974686,30.26474762,22.67737579,49.78497314
Q13310,PABPC4,Polyadenylate-binding protein 4,PABP4_HUMAN,9606,28.34020615,39.57397842,29.11089325,38.14384842
Q13322,GRB10,Growth factor receptor-bound protein 10,GRB10_HUMAN,9606,19.66046333,37.43791962,8.675946236,23.17805099
Q13347,EIF3I,Eukaryotic translation initiation factor 3 subunit I,EIF3I_HUMAN,9606,50.8428688,73.45681,41.35627365,106.3428574
Q13361,MFAP5,Microfibrillar-associated protein 5,MFAP5_HUMAN,9606,6.900912762,4.943570137,2.702145815,7.951751709
Q13362,PPP2R5C,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform,2A5G_HUMAN,9606,9.990531921,23.83679581,5.495604038,18.65018845
Q13363,CTBP1,C-terminal-binding protein 1,CTBP1_HUMAN,9606,10.54801178,50.33066559,10.46819878,43.01805878
Q13404,UBE2V1,Ubiquitin-conjugating enzyme E2 variant 1,UB2V1_HUMAN,9606,49.67565155,79.89950562,37.27549744,66.56604767
Q13405,MRPL49,Large ribosomal subunit protein mL49,RM49_HUMAN,9606,7.241592407,16.01896095,5.486504555,17.23436356
Q13418,ILK,Integrin-linked protein kinase,ILK_HUMAN,9606,1752.363892,2608.425537,1254.981934,2905.473389
Q13421,MSLN,Mesothelin,MSLN_HUMAN,9606,46.73644257,60.86657333,25.98259735,42.19190598
Q13423,NNT,"NAD(P) transhydrogenase, mitochondrial",NNTM_HUMAN,9606,991.1920166,1523.697998,1017.12915,2371.111084
Q13442,PDAP1,28 kDa heat- and acid-stable phosphoprotein,HAP28_HUMAN,9606,267.1651001,497.5616455,254.7003326,441.2418518
Q13443,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,ADAM9_HUMAN,9606,50.69868088,42.3298111,34.83032608,46.96528625
Q13445,TMED1,Transmembrane emp24 domain-containing protein 1,TMED1_HUMAN,9606,46.76422882,86.18661499,35.28722382,138.0036163
Q13451,FKBP5,Peptidyl-prolyl cis-trans isomerase FKBP5,FKBP5_HUMAN,9606,30.91449928,40.36855316,16.49861526,30.04484558
Q13459,MYO9B,Unconventional myosin-IXb,MYO9B_HUMAN,9606,69.36865234,108.6877975,50.92378235,125.954422
Q13464,ROCK1,Rho-associated protein kinase 1,ROCK1_HUMAN,9606,149.0445404,237.3166351,96.93486786,262.1350403
Q13492,PICALM,Phosphatidylinositol-binding clathrin assembly protein,PICAL_HUMAN,9606,275.9676819,507.7740173,246.4747772,413.4348755
Q13496,MTM1,Myotubularin,MTM1_HUMAN,9606,47.11546707,87.85914612,43.12345886,79.98327637
Q13501,SQSTM1,Sequestosome-1,SQSTM_HUMAN,9606,9.939427376,57.4492836,11.94134235,35.41248703
Q13505,MTX1,Metaxin-1,MTX1_HUMAN,9606,119.5579071,176.4088745,107.5254745,221.9870758
Q13509,TUBB3,Tubulin beta-3 chain,TBB3_HUMAN,9606,17.93462753,38.82486343,24.20634079,51.34020996
Q13510,ASAH1,Acid ceramidase,ASAH1_HUMAN,9606,50.84033585,62.97851944,57.09486008,107.1394043
Q13526,PIN1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,PIN1_HUMAN,9606,146.400589,201.5342407,129.6768951,182.8550568
Q13530,SERINC3,Serine incorporator 3,SERC3_HUMAN,9606,24.01277733,52.08209229,28.82868195,85.87241364
Q13546,RIPK1,Receptor-interacting serine/threonine-protein kinase 1,RIPK1_HUMAN,9606,16.88830948,42.7167244,15.58551407,32.87283707
Q13554,CAMK2B,Calcium/calmodulin-dependent protein kinase type II subunit beta,KCC2B_HUMAN,9606,51.8541069,100.3508453,38.9772644,100.2422714
